user_id,product_id,rating,visit_count,review_text,transaction_value,category,tag,source_country
3,12,2,25,Numquam vel quo quis ex possimus.,4440138.62,Makanan,Gratis Ongkir,Amerika Serikat
3,12,2,25,Tempora possimus autem sint optio molestias.,1005801.9,Makanan,Gratis Ongkir,Amerika Serikat
3,12,2,25,Tempora possimus autem sint optio molestias.,4440138.62,Makanan,Gratis Ongkir,Amerika Serikat
3,12,2,13,Numquam vel quo quis ex possimus.,1005801.9,Kecantikan,Diskon,Indonesia
3,12,2,13,Numquam vel quo quis ex possimus.,4440138.62,Kecantikan,Diskon,Indonesia
3,12,2,13,Tempora possimus autem sint optio molestias.,1005801.9,Kecantikan,Diskon,Indonesia
3,12,2,13,Tempora possimus autem sint optio molestias.,4440138.62,Kecantikan,Diskon,Indonesia
3,12,2,39,Numquam vel quo quis ex possimus.,1005801.9,Kecantikan,Terlaris,Amerika Serikat
3,12,2,39,Numquam vel quo quis ex possimus.,4440138.62,Kecantikan,Terlaris,Amerika Serikat
3,12,2,39,Tempora possimus autem sint optio molestias.,1005801.9,Kecantikan,Terlaris,Amerika Serikat
3,12,2,39,Tempora possimus autem sint optio molestias.,4440138.62,Kecantikan,Terlaris,Amerika Serikat
3,40,1,10,Numquam vel quo quis ex possimus.,1005801.9,Fashion,Terbaru,Amerika Serikat
3,40,1,10,Numquam vel quo quis ex possimus.,4440138.62,Fashion,Terbaru,Amerika Serikat
3,40,1,10,Tempora possimus autem sint optio molestias.,1005801.9,Fashion,Terbaru,Amerika Serikat
3,40,1,10,Tempora possimus autem sint optio molestias.,4440138.62,Fashion,Terbaru,Amerika Serikat
3,40,1,1,Numquam vel quo quis ex possimus.,1005801.9,Elektronik,Terlaris,China
3,40,1,1,Numquam vel quo quis ex possimus.,4440138.62,Elektronik,Terlaris,China
3,40,1,1,Tempora possimus autem sint optio molestias.,1005801.9,Elektronik,Terlaris,China
3,40,1,1,Tempora possimus autem sint optio molestias.,4440138.62,Elektronik,Terlaris,China
3,40,1,25,Numquam vel quo quis ex possimus.,1005801.9,Makanan,Gratis Ongkir,Amerika Serikat
3,40,1,25,Numquam vel quo quis ex possimus.,4440138.62,Makanan,Gratis Ongkir,Amerika Serikat
3,40,1,25,Tempora possimus autem sint optio molestias.,1005801.9,Makanan,Gratis Ongkir,Amerika Serikat
3,40,1,25,Tempora possimus autem sint optio molestias.,4440138.62,Makanan,Gratis Ongkir,Amerika Serikat
3,40,1,13,Numquam vel quo quis ex possimus.,1005801.9,Kecantikan,Diskon,Indonesia
3,40,1,13,Numquam vel quo quis ex possimus.,4440138.62,Kecantikan,Diskon,Indonesia
3,40,1,13,Tempora possimus autem sint optio molestias.,1005801.9,Kecantikan,Diskon,Indonesia
3,40,1,13,Tempora possimus autem sint optio molestias.,4440138.62,Kecantikan,Diskon,Indonesia
3,40,1,39,Numquam vel quo quis ex possimus.,1005801.9,Kecantikan,Terlaris,Amerika Serikat
3,40,1,39,Numquam vel quo quis ex possimus.,4440138.62,Kecantikan,Terlaris,Amerika Serikat
3,40,1,39,Tempora possimus autem sint optio molestias.,1005801.9,Kecantikan,Terlaris,Amerika Serikat
3,40,1,39,Tempora possimus autem sint optio molestias.,4440138.62,Kecantikan,Terlaris,Amerika Serikat
4,94,3,17,Dolorem voluptatem aliquam officiis eveniet.,135103.7,Elektronik,Terbaru,Korea Selatan
4,94,3,17,Dolorem voluptatem aliquam officiis eveniet.,2652426.72,Elektronik,Terbaru,Korea Selatan
4,94,3,3,Dolorem voluptatem aliquam officiis eveniet.,135103.7,Kecantikan,Diskon,Indonesia
4,94,3,3,Dolorem voluptatem aliquam officiis eveniet.,2652426.72,Kecantikan,Diskon,Indonesia
4,94,3,12,Dolorem voluptatem aliquam officiis eveniet.,135103.7,Kecantikan,Gratis Ongkir,Korea Selatan
4,94,3,12,Dolorem voluptatem aliquam officiis eveniet.,2652426.72,Kecantikan,Gratis Ongkir,Korea Selatan
4,104,5,17,Dolorem voluptatem aliquam officiis eveniet.,135103.7,Elektronik,Terbaru,Korea Selatan
4,104,5,17,Dolorem voluptatem aliquam officiis eveniet.,2652426.72,Elektronik,Terbaru,Korea Selatan
4,104,5,3,Dolorem voluptatem aliquam officiis eveniet.,135103.7,Kecantikan,Diskon,Indonesia
4,104,5,3,Dolorem voluptatem aliquam officiis eveniet.,2652426.72,Kecantikan,Diskon,Indonesia
4,104,5,12,Dolorem voluptatem aliquam officiis eveniet.,135103.7,Kecantikan,Gratis Ongkir,Korea Selatan
4,104,5,12,Dolorem voluptatem aliquam officiis eveniet.,2652426.72,Kecantikan,Gratis Ongkir,Korea Selatan
5,217,4,8,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Makanan,Gratis Ongkir,Jepang
5,217,4,8,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Makanan,Gratis Ongkir,Jepang
5,217,4,5,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Elektronik,Terlaris,Indonesia
5,217,4,5,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Elektronik,Terlaris,Indonesia
5,217,4,45,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Elektronik,Gratis Ongkir,Amerika Serikat
5,217,4,45,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Elektronik,Gratis Ongkir,Amerika Serikat
5,217,4,41,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Kecantikan,Diskon,Indonesia
5,217,4,41,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Kecantikan,Diskon,Indonesia
5,227,4,8,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Makanan,Gratis Ongkir,Jepang
5,227,4,8,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Makanan,Gratis Ongkir,Jepang
5,227,4,5,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Elektronik,Terlaris,Indonesia
5,227,4,5,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Elektronik,Terlaris,Indonesia
5,227,4,45,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Elektronik,Gratis Ongkir,Amerika Serikat
5,227,4,45,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Elektronik,Gratis Ongkir,Amerika Serikat
5,227,4,41,Voluptatibus cum cum a possimus illo quaerat sed.,398209.37,Kecantikan,Diskon,Indonesia
5,227,4,41,Voluptatibus cum cum a possimus illo quaerat sed.,3638237.93,Kecantikan,Diskon,Indonesia
6,200,5,13,Porro corporis fugit quidem magnam pariatur.,64638.52,Makanan,Gratis Ongkir,Indonesia
6,200,5,13,Porro corporis fugit quidem magnam pariatur.,4003310.04,Makanan,Gratis Ongkir,Indonesia
6,200,5,13,Temporibus necessitatibus tenetur corporis.,64638.52,Makanan,Gratis Ongkir,Indonesia
6,200,5,13,Temporibus necessitatibus tenetur corporis.,4003310.04,Makanan,Gratis Ongkir,Indonesia
6,200,5,27,Porro corporis fugit quidem magnam pariatur.,64638.52,Kecantikan,Terbaru,Indonesia
6,200,5,27,Porro corporis fugit quidem magnam pariatur.,4003310.04,Kecantikan,Terbaru,Indonesia
6,200,5,27,Temporibus necessitatibus tenetur corporis.,64638.52,Kecantikan,Terbaru,Indonesia
6,200,5,27,Temporibus necessitatibus tenetur corporis.,4003310.04,Kecantikan,Terbaru,Indonesia
6,200,5,46,Porro corporis fugit quidem magnam pariatur.,64638.52,Elektronik,Diskon,China
6,200,5,46,Porro corporis fugit quidem magnam pariatur.,4003310.04,Elektronik,Diskon,China
6,200,5,46,Temporibus necessitatibus tenetur corporis.,64638.52,Elektronik,Diskon,China
6,200,5,46,Temporibus necessitatibus tenetur corporis.,4003310.04,Elektronik,Diskon,China
6,200,5,35,Porro corporis fugit quidem magnam pariatur.,64638.52,Kecantikan,Diskon,Amerika Serikat
6,200,5,35,Porro corporis fugit quidem magnam pariatur.,4003310.04,Kecantikan,Diskon,Amerika Serikat
6,200,5,35,Temporibus necessitatibus tenetur corporis.,64638.52,Kecantikan,Diskon,Amerika Serikat
6,200,5,35,Temporibus necessitatibus tenetur corporis.,4003310.04,Kecantikan,Diskon,Amerika Serikat
6,240,1,13,Porro corporis fugit quidem magnam pariatur.,64638.52,Makanan,Gratis Ongkir,Indonesia
6,240,1,13,Porro corporis fugit quidem magnam pariatur.,4003310.04,Makanan,Gratis Ongkir,Indonesia
6,240,1,13,Temporibus necessitatibus tenetur corporis.,64638.52,Makanan,Gratis Ongkir,Indonesia
6,240,1,13,Temporibus necessitatibus tenetur corporis.,4003310.04,Makanan,Gratis Ongkir,Indonesia
6,240,1,27,Porro corporis fugit quidem magnam pariatur.,64638.52,Kecantikan,Terbaru,Indonesia
6,240,1,27,Porro corporis fugit quidem magnam pariatur.,4003310.04,Kecantikan,Terbaru,Indonesia
6,240,1,27,Temporibus necessitatibus tenetur corporis.,64638.52,Kecantikan,Terbaru,Indonesia
6,240,1,27,Temporibus necessitatibus tenetur corporis.,4003310.04,Kecantikan,Terbaru,Indonesia
6,240,1,46,Porro corporis fugit quidem magnam pariatur.,64638.52,Elektronik,Diskon,China
6,240,1,46,Porro corporis fugit quidem magnam pariatur.,4003310.04,Elektronik,Diskon,China
6,240,1,46,Temporibus necessitatibus tenetur corporis.,64638.52,Elektronik,Diskon,China
6,240,1,46,Temporibus necessitatibus tenetur corporis.,4003310.04,Elektronik,Diskon,China
6,240,1,35,Porro corporis fugit quidem magnam pariatur.,64638.52,Kecantikan,Diskon,Amerika Serikat
6,240,1,35,Porro corporis fugit quidem magnam pariatur.,4003310.04,Kecantikan,Diskon,Amerika Serikat
6,240,1,35,Temporibus necessitatibus tenetur corporis.,64638.52,Kecantikan,Diskon,Amerika Serikat
6,240,1,35,Temporibus necessitatibus tenetur corporis.,4003310.04,Kecantikan,Diskon,Amerika Serikat
7,189,4,9,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,189,4,9,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,189,4,9,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,189,4,9,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,189,4,9,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,189,4,9,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,189,4,43,Odit veniam alias.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,189,4,43,Odit veniam alias.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,189,4,43,Quo ipsum nulla vero non eaque.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,189,4,43,Quo ipsum nulla vero non eaque.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,189,4,43,Voluptatum quae molestias modi.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,189,4,43,Voluptatum quae molestias modi.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,189,4,13,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,189,4,13,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,189,4,13,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,189,4,13,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,189,4,13,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,189,4,13,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,221,4,9,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,221,4,9,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,221,4,9,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,221,4,9,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,221,4,9,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,221,4,9,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,221,4,43,Odit veniam alias.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,221,4,43,Odit veniam alias.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,221,4,43,Quo ipsum nulla vero non eaque.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,221,4,43,Quo ipsum nulla vero non eaque.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,221,4,43,Voluptatum quae molestias modi.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,221,4,43,Voluptatum quae molestias modi.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,221,4,13,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,221,4,13,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,221,4,13,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,221,4,13,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,221,4,13,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,221,4,13,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,223,2,9,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,223,2,9,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,223,2,9,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,223,2,9,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,223,2,9,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,223,2,9,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,223,2,43,Odit veniam alias.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,223,2,43,Odit veniam alias.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,223,2,43,Quo ipsum nulla vero non eaque.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,223,2,43,Quo ipsum nulla vero non eaque.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,223,2,43,Voluptatum quae molestias modi.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,223,2,43,Voluptatum quae molestias modi.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,223,2,13,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,223,2,13,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,223,2,13,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,223,2,13,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,223,2,13,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,223,2,13,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,253,4,9,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,253,4,9,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,253,4,9,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,253,4,9,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,253,4,9,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Amerika Serikat
7,253,4,9,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Amerika Serikat
7,253,4,43,Odit veniam alias.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,253,4,43,Odit veniam alias.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,253,4,43,Quo ipsum nulla vero non eaque.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,253,4,43,Quo ipsum nulla vero non eaque.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,253,4,43,Voluptatum quae molestias modi.,2295736.0,Otomotif,Terlaris,Amerika Serikat
7,253,4,43,Voluptatum quae molestias modi.,3391134.09,Otomotif,Terlaris,Amerika Serikat
7,253,4,13,Odit veniam alias.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,253,4,13,Odit veniam alias.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,253,4,13,Quo ipsum nulla vero non eaque.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,253,4,13,Quo ipsum nulla vero non eaque.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
7,253,4,13,Voluptatum quae molestias modi.,2295736.0,Makanan,Gratis Ongkir,Korea Selatan
7,253,4,13,Voluptatum quae molestias modi.,3391134.09,Makanan,Gratis Ongkir,Korea Selatan
8,94,1,45,Dolor beatae officiis vel dolore magnam.,138749.63,Otomotif,Terbaru,Amerika Serikat
8,94,1,45,Dolor beatae officiis vel dolore magnam.,4720504.01,Otomotif,Terbaru,Amerika Serikat
8,94,1,45,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Otomotif,Terbaru,Amerika Serikat
8,94,1,45,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Otomotif,Terbaru,Amerika Serikat
8,94,1,45,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Otomotif,Terbaru,Amerika Serikat
8,94,1,45,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Otomotif,Terbaru,Amerika Serikat
8,94,1,18,Dolor beatae officiis vel dolore magnam.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,94,1,18,Dolor beatae officiis vel dolore magnam.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,94,1,18,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,94,1,18,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,94,1,18,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,94,1,18,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,94,1,2,Dolor beatae officiis vel dolore magnam.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,94,1,2,Dolor beatae officiis vel dolore magnam.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,94,1,2,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,94,1,2,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,94,1,2,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,94,1,2,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,94,1,19,Dolor beatae officiis vel dolore magnam.,138749.63,Kecantikan,Terlaris,China
8,94,1,19,Dolor beatae officiis vel dolore magnam.,4720504.01,Kecantikan,Terlaris,China
8,94,1,19,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Kecantikan,Terlaris,China
8,94,1,19,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Kecantikan,Terlaris,China
8,94,1,19,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Kecantikan,Terlaris,China
8,94,1,19,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Kecantikan,Terlaris,China
8,285,2,45,Dolor beatae officiis vel dolore magnam.,138749.63,Otomotif,Terbaru,Amerika Serikat
8,285,2,45,Dolor beatae officiis vel dolore magnam.,4720504.01,Otomotif,Terbaru,Amerika Serikat
8,285,2,45,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Otomotif,Terbaru,Amerika Serikat
8,285,2,45,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Otomotif,Terbaru,Amerika Serikat
8,285,2,45,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Otomotif,Terbaru,Amerika Serikat
8,285,2,45,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Otomotif,Terbaru,Amerika Serikat
8,285,2,18,Dolor beatae officiis vel dolore magnam.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,285,2,18,Dolor beatae officiis vel dolore magnam.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,285,2,18,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,285,2,18,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,285,2,18,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,285,2,18,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,285,2,2,Dolor beatae officiis vel dolore magnam.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,285,2,2,Dolor beatae officiis vel dolore magnam.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,285,2,2,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,285,2,2,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,285,2,2,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Makanan,Gratis Ongkir,Indonesia
8,285,2,2,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Makanan,Gratis Ongkir,Indonesia
8,285,2,19,Dolor beatae officiis vel dolore magnam.,138749.63,Kecantikan,Terlaris,China
8,285,2,19,Dolor beatae officiis vel dolore magnam.,4720504.01,Kecantikan,Terlaris,China
8,285,2,19,Dolorem impedit blanditiis aspernatur natus facilis omnis.,138749.63,Kecantikan,Terlaris,China
8,285,2,19,Dolorem impedit blanditiis aspernatur natus facilis omnis.,4720504.01,Kecantikan,Terlaris,China
8,285,2,19,Qui itaque inventore mollitia corporis illum libero nulla.,138749.63,Kecantikan,Terlaris,China
8,285,2,19,Qui itaque inventore mollitia corporis illum libero nulla.,4720504.01,Kecantikan,Terlaris,China
9,123,1,30,Et error id neque fugiat optio.,2004800.63,Elektronik,Terlaris,Jepang
9,123,1,13,Et error id neque fugiat optio.,2004800.63,Kecantikan,Diskon,Indonesia
9,123,1,10,Et error id neque fugiat optio.,2004800.63,Fashion,Gratis Ongkir,China
9,123,1,10,Et error id neque fugiat optio.,2004800.63,Fashion,Diskon,Amerika Serikat
9,143,3,30,Et error id neque fugiat optio.,2004800.63,Elektronik,Terlaris,Jepang
9,143,3,13,Et error id neque fugiat optio.,2004800.63,Kecantikan,Diskon,Indonesia
9,143,3,10,Et error id neque fugiat optio.,2004800.63,Fashion,Gratis Ongkir,China
9,143,3,10,Et error id neque fugiat optio.,2004800.63,Fashion,Diskon,Amerika Serikat
10,39,3,49,Rerum aliquid vero perferendis suscipit amet ab.,4644349.31,Makanan,Terbaru,Amerika Serikat
10,39,3,49,Tenetur consectetur consectetur atque eaque numquam.,4644349.31,Makanan,Terbaru,Amerika Serikat
10,39,3,11,Rerum aliquid vero perferendis suscipit amet ab.,4644349.31,Fashion,Terbaru,Amerika Serikat
10,39,3,11,Tenetur consectetur consectetur atque eaque numquam.,4644349.31,Fashion,Terbaru,Amerika Serikat
